id,classifier_id,ad_id,classification,ease,timestamp,,,,
1313,397,1111735,tot_remote,easy,,,,,
1314,166,4146448,temp_remote,easy,32:10.5,,,,
1315,331,4121086,not_clear_remote,easy,16:48.9,,,,
1316,4,4112415,not_clear_remote,medium,,,,,
1317,2,1298551,not_remote,easy,17:18.0,,,,
1318,4,4122164,tot_remote,easy,,,,,
1319,34,4484780,not_clear_remote,easy,53:08.4,,,,
1320,2,5603623,tot_remote,medium,48:08.1,,,,
1321,4,4176512,temp_remote,easy,,,,,
1322,199,4228412,temp_remote,easy,45:45.9,,,,
1323,3,5023015,not_remote,easy,38:21.0,,,,
1324,199,2953481,not_remote,easy,03:50.5,,,,
1325,3,371471,not_clear_remote,easy,12:17.7,,,,
1326,34,5048699,not_clear_remote,easy,45:16.9,,,,
1327,67,1958386,tot_remote,medium,33:08.3,,,,
1328,265,5490076,semi_presence,easy,18:18.3,,,,
1329,67,5430550,tot_remote,easy,15:09.9,,,,
1330,34,4126981,tot_remote,easy,12:28.3,,,,
1331,34,4382676,tot_remote,easy,56:56.1,,,,
1332,100,5494825,semi_remote,medium,12:18.1,,,,
1333,133,4562751,semi_remote,easy,22:12.0,,,,
1334,265,5347940,tot_remote,easy,33:05.7,,,,
1335,199,4141694,not_clear_remote,easy,27:54.3,,,,
1336,397,4492878,semi_remote,easy,04:55.7,,,,
1337,34,322272,tot_remote,easy,30:44.3,,,,
1338,133,3368420,not_remote,easy,17:11.7,,,,
1339,67,4091887,temp_remote,easy,49:34.8,,,,
1340,199,2451548,not_remote,easy,00:45.2,,,,
1341,34,5215895,not_clear_remote,easy,44:33.6,,,,
1342,34,5301312,tot_remote,easy,00:39.0,,,,
1343,265,354279,not_remote,easy,00:24.6,,,,
1344,166,4121086,tot_remote,easy,36:36.3,,,,
1345,2,1053595,temp_remote,easy,21:32.9,,,,
1346,232,2912259,not_remote,easy,44:00.3,,,,
1347,3,3704729,not_remote,easy,49:52.7,,,,
1348,232,4087719,temp_remote,medium,22:45.8,,,,
1349,4,5628783,semi_remote,easy,,,,,
1350,166,4126328,tot_remote,medium,10:25.9,,,,
1351,4,4074823,temp_remote,easy,,,,,
1352,34,3269802,semi_remote,easy,20:53.5,,,,
1353,397,435591,not_clear_remote,medium,,,,,
1354,67,217039,not_remote,medium,00:39.1,,,,
1355,265,5212496,tot_remote,medium,49:12.7,,,,
1356,232,4089089,tot_remote,easy,11:15.9,,,,
1357,34,5095244,semi_remote,easy,07:20.0,,,,
1358,199,3349768,tot_remote,medium,38:18.2,,,,
1359,166,4536766,not_clear_remote,hard,41:24.9,,,,
1360,2,3797952,semi_presence,easy,43:25.5,,,,
1361,331,5553469,not_clear_remote,easy,35:31.5,,,,
1362,232,4085742,temp_remote,easy,51:31.3,,,,
1363,133,3904803,tot_remote,easy,23:24.9,,,,
1364,397,3903532,tot_remote,easy,44:53.6,,,,
1365,67,5097799,tot_remote,easy,06:50.5,,,,
1366,4,5179587,semi_remote,easy,,,,,
1367,265,5641306,not_remote,medium,29:42.5,,,,
1368,4,4221362,temp_remote,easy,,,,,
1369,331,5309199,not_clear_remote,easy,21:37.7,,,,
1370,166,4125237,tot_remote,medium,04:29.6,,,,
1371,232,2356333,not_remote,easy,20:36.4,,,,
1372,4,4136673,tot_remote,easy,,,,,
1373,199,5326669,not_remote,easy,22:31.7,,,,
1374,100,5196206,semi_presence,easy,14:16.4,,,,
1375,5,5292728,not_remote,easy,08:47.8,,,,
1376,100,5216352,tot_remote,easy,35:49.0,,,,
1377,100,5477982,tot_remote,easy,35:13.5,,,,
1378,298,4049918,temp_remote,easy,40:38.0,,,,
1379,100,4141771,tot_remote,easy,04:33.0,,,,
1380,265,5628188,semi_remote,easy,54:24.5,,,,
1381,5,3139391,not_remote,easy,55:19.5,,,,
1382,133,4460407,tot_remote,hard,36:01.3,,,,
1383,199,5228060,not_clear_remote,easy,33:47.6,,,,
1384,232,5537049,tot_remote,easy,20:17.9,,,,
1385,331,4057457,not_clear_remote,hard,15:33.8,,,,
1386,265,4089599,tot_remote,easy,32:39.0,,,,
1387,166,4585777,semi_presence,medium,52:41.0,,,,
1388,133,5133052,tot_remote,easy,45:05.1,,,,
1389,5,4031564,semi_remote,easy,23:32.5,,,,
1390,298,4398812,semi_remote,easy,50:12.9,,,,
1391,232,5308959,semi_remote,easy,23:43.6,,,,
1392,166,5113918,semi_presence,medium,19:16.4,,,,
1393,5,4085892,semi_remote,easy,45:05.2,,,,
1394,67,2133948,tot_remote,easy,11:33.3,,,,
1395,34,5304442,not_clear_remote,easy,39:09.3,,,,
1396,2,501194,not_clear_remote,medium,12:12.8,,,,
1397,2,5196896,tot_remote,easy,08:52.5,,,,
1398,265,4088423,tot_remote,medium,33:09.8,,,,
1399,67,4100427,not_remote,easy,10:28.2,,,,
1400,3,4064001,temp_remote,easy,19:57.7,,,,
1401,4,5149476,semi_remote,medium,,,,,
1402,199,4477047,tot_remote,easy,02:08.0,,,,
1403,5,4100056,temp_remote,easy,21:55.1,,,,
1404,232,4492843,semi_remote,easy,19:33.4,,,,
1405,34,2604740,not_remote,easy,24:33.6,,,,
1406,3,3099126,not_clear_remote,easy,08:23.1,,,,
1407,232,4088107,temp_remote,easy,13:56.5,,,,
1408,397,5166142,not_remote,medium,16:34.4,,,,
1409,4,5407459,tot_remote,easy,,,,,
1410,100,4260135,not_remote,easy,24:20.4,,,,
1411,2,5273215,not_clear_remote,easy,13:57.3,,,,
1412,4,4106985,semi_presence,medium,,,,,
1413,199,5579644,not_remote,easy,17:45.6,,,,
1414,397,4048027,tot_remote,easy,12:14.9,,,,
1415,3,5203667,not_clear_remote,medium,13:20.6,,,,
1416,3,4145566,tot_remote,easy,01:11.5,,,,
1417,298,5641368,tot_remote,easy,01:12.1,,,,
1418,3,1671269,semi_presence,medium,18:05.7,,,,
1419,397,1712443,not_remote,easy,,,,,
1420,265,5562806,semi_remote,easy,10:36.9,,,,
1421,133,4034557,tot_remote,easy,52:06.5,,,,
1422,5,5596745,semi_presence,easy,10:02.6,,,,
1423,265,1765399,tot_remote,medium,02:17.2,,,,
1424,265,5275671,semi_presence,easy,13:41.8,,,,
1425,4,5594304,semi_presence,easy,,,,,
1426,133,4364157,tot_remote,easy,15:06.4,,,,
1427,397,4015502,tot_remote,easy,04:53.9,,,,
1428,67,4153669,tot_remote,medium,29:20.1,,,,
1429,397,3552137,not_remote,easy,,,,,
1430,34,4050194,temp_remote,easy,30:52.5,,,,
1431,265,5311353,semi_remote,easy,51:54.5,,,,
1432,3,4033004,temp_remote,easy,35:04.2,,,,
1433,265,4031795,tot_remote,easy,09:15.0,,,,
1434,265,4153517,tot_remote,easy,00:21.0,,,,
1435,331,3414500,tot_remote,easy,17:30.3,,,,
1436,3,5491346,tot_remote,easy,38:24.6,,,,
1437,4,4296049,tot_remote,easy,,,,,
1438,4,5200824,semi_remote,easy,,,,,
1439,331,4146448,temp_remote,easy,47:41.9,,,,
1440,232,4110705,tot_remote,easy,19:49.9,,,,
1441,4,5221005,not_remote,medium,,,,,
1442,67,4367287,tot_remote,hard,10:58.0,,,,
1443,232,5628783,semi_remote,easy,43:29.1,,,,
1444,67,4089664,tot_remote,hard,13:51.0,,,,
1445,133,4653874,not_clear_remote,medium,50:28.4,,,,
1446,3,276567,not_remote,easy,59:33.3,,,,
1447,4,5140065,semi_remote,easy,,,,,
1448,265,4538042,tot_remote,easy,26:13.6,,,,
1449,232,3360746,not_remote,easy,23:47.5,,,,
1450,397,3409071,not_remote,easy,41:46.7,,,,
1451,166,3721508,not_remote,hard,42:06.2,,,,
1452,232,3021942,semi_remote,easy,44:16.9,,,,
1453,199,4382449,tot_remote,easy,06:49.4,,,,
1454,34,5402293,semi_presence,easy,58:17.5,,,,
1455,4,4079713,temp_remote,easy,,,,,
1456,166,981314,not_remote,hard,59:32.5,,,,
1457,298,5198661,semi_remote,easy,51:11.8,,,,
1458,331,4132565,tot_remote,medium,44:08.1,,,,
1459,133,5082724,tot_remote,medium,34:59.9,,,,
1460,100,4064633,tot_remote,medium,38:51.1,,,,
1461,4,5375221,not_remote,easy,,,,,
1462,397,3181629,not_clear_remote,easy,,,,,
1463,5,4054466,not_remote,easy,03:01.9,,,,
1464,67,3210756,not_clear_remote,medium,15:36.2,,,,
1465,298,4272781,semi_presence,easy,45:56.7,,,,
1466,397,5577328,semi_presence,easy,01:02.7,,,,
1467,397,1731617,tot_remote,easy,,,,,
1468,2,5319440,not_clear_remote,easy,12:33.4,,,,
1469,133,4450319,tot_remote,easy,37:22.3,,,,
1470,331,4066920,tot_remote,easy,33:01.8,,,,
1471,2,4325160,temp_remote,easy,23:58.9,,,,
1472,232,4141476,not_clear_remote,hard,20:41.8,,,,
1473,397,4076185,not_remote,easy,31:48.6,,,,
1474,5,5448024,semi_presence,easy,29:22.5,,,,
1475,397,4073936,tot_remote,easy,30:17.6,,,,
1476,4,4033551,tot_remote,easy,,,,,
1477,397,1556059,temp_remote,easy,,,,,
1478,4,5535175,tot_remote,easy,,,,,
1479,34,4298512,temp_remote,easy,21:37.6,,,,
1480,5,4063006,tot_remote,medium,22:40.4,,,,
1481,265,4630368,tot_remote,easy,45:45.2,,,,
1482,5,5400075,semi_presence,easy,44:38.1,,,,
1483,397,1626970,not_remote,easy,,,,,
1484,397,2675611,tot_remote,easy,,,,,
1485,4,4344726,temp_remote,medium,,,,,
1486,133,4256666,not_remote,easy,50:54.8,,,,
1487,397,2427648,semi_remote,easy,,,,,
1488,133,5357859,not_clear_remote,easy,13:28.1,,,,
1489,3,5604768,semi_presence,medium,16:31.7,,,,
1490,2,4300786,temp_remote,medium,10:52.8,,,,
1491,100,5139161,semi_remote,medium,25:12.6,,,,
1492,67,5596358,semi_presence,easy,07:57.3,,,,
1493,3,2161564,not_clear_remote,easy,43:44.2,,,,
1494,133,5079358,not_clear_remote,medium,00:59.2,,,,
1495,232,4155156,tot_remote,easy,20:56.6,,,,
1496,265,4382079,not_remote,easy,23:58.3,,,,
1497,298,4132009,temp_remote,easy,49:30.9,,,,
1498,100,5135460,semi_remote,easy,31:04.9,,,,
1499,67,5081082,not_clear_remote,medium,00:49.4,,,,
1500,100,4112908,semi_remote,easy,46:57.7,,,,
1501,232,4131744,temp_remote,easy,30:14.1,,,,
1502,67,5402267,semi_presence,medium,27:47.9,,,,
1503,3,5536652,semi_remote,medium,47:44.8,,,,
1504,331,4652418,tot_remote,easy,47:34.9,,,,
1505,133,4116961,not_clear_remote,easy,52:05.2,,,,
1506,199,4257822,tot_remote,easy,18:32.7,,,,
1507,67,4128692,temp_remote,easy,30:13.3,,,,
1508,3,5271790,semi_presence,medium,28:58.6,,,,
1509,232,5230168,semi_remote,easy,27:49.3,,,,
1510,397,4090039,temp_remote,easy,06:50.2,,,,
1511,4,5474377,not_remote,easy,,,,,
1512,5,5096110,semi_presence,easy,10:46.5,,,,
1513,2,4105266,temp_remote,medium,25:26.6,,,,
1514,133,5522204,not_remote,hard,31:31.9,,,,
1515,34,1352419,not_remote,easy,43:10.7,,,,
1516,34,4020430,tot_remote,easy,51:48.8,,,,
1517,298,3782808,semi_remote,easy,11:36.0,,,,
1518,3,4172047,tot_remote,easy,33:15.6,,,,
1519,397,4052452,tot_remote,easy,00:18.3,,,,
1520,199,4120515,temp_remote,easy,25:10.7,,,,
1521,5,5491954,semi_presence,easy,27:31.4,,,,
1522,166,4425436,semi_presence,medium,57:12.8,,,,
1523,166,4087269,not_remote,medium,24:57.9,,,,
1524,397,5193360,tot_remote,easy,06:10.9,,,,
1525,331,4229488,not_clear_remote,easy,54:56.0,,,,
1526,265,2822655,temp_remote,medium,37:18.3,,,,
1527,331,408683,tot_remote,easy,48:35.8,,,,
1528,67,4032874,temp_remote,easy,12:03.6,,,,
1529,2,3025914,not_remote,easy,20:17.5,,,,
1530,4,5377999,semi_remote,medium,,,,,
1531,265,4040142,tot_remote,easy,23:37.7,,,,
1532,199,4430250,tot_remote,easy,44:50.9,,,,
1533,397,4080311,semi_remote,easy,33:53.6,,,,
1534,397,686022,not_remote,medium,,,,,
1535,397,723403,not_remote,easy,,,,,
1536,34,4329828,not_clear_remote,medium,18:15.9,,,,
1537,397,3507578,not_remote,medium,,,,,
1538,34,3236386,semi_presence,easy,54:48.0,,,,
1539,4,4143477,tot_remote,easy,,,,,
1540,133,5655690,semi_remote,medium,07:59.6,,,,
1541,166,5501418,semi_remote,medium,43:16.8,,,,
1542,5,4256666,not_remote,easy,12:37.3,,,,
1543,34,5021775,not_clear_remote,easy,58:50.0,,,,
1544,67,5594565,semi_presence,easy,07:27.5,,,,
1545,4,4027321,not_remote,easy,,,,,
1546,265,4117170,tot_remote,easy,02:49.3,,,,
1547,232,1573461,not_clear_remote,easy,43:01.0,,,,
1548,133,4132624,not_clear_remote,hard,01:29.5,,,,
1549,331,4070273,not_clear_remote,easy,17:01.8,,,,
1550,265,4297671,tot_remote,easy,06:03.2,,,,
1551,5,4107331,not_remote,easy,19:42.5,,,,
1552,133,3864193,not_clear_remote,easy,31:17.6,,,,
1553,265,4045500,tot_remote,easy,21:12.9,,,,
1554,166,3454844,not_remote,hard,41:18.2,,,,
1555,67,5646852,semi_remote,easy,38:56.1,,,,
1556,3,2960425,not_clear_remote,medium,18:53.0,,,,
1557,166,5120218,tot_remote,medium,39:33.3,,,,
1558,298,5094764,semi_remote,medium,34:35.2,,,,
1559,3,5533354,not_remote,easy,43:14.2,,,,
1560,100,5568665,semi_remote,easy,04:24.4,,,,
1561,331,1489747,tot_remote,easy,50:40.7,,,,
1562,4,5485446,semi_presence,easy,,,,,
1563,3,778745,semi_presence,medium,16:01.3,,,,
1564,4,5659342,not_clear_remote,easy,,,,,
1565,3,5496580,tot_remote,easy,19:48.2,,,,
1566,5,4380670,semi_presence,medium,25:07.0,,,,
1567,5,3342734,tot_remote,easy,51:17.1,,,,
1568,34,3314686,tot_remote,easy,25:39.6,,,,
1569,2,5605142,semi_presence,easy,39:08.1,,,,
1570,133,3688780,not_remote,easy,04:20.2,,,,
1571,265,5130307,semi_presence,medium,54:44.6,,,,
1572,331,5325080,tot_remote,easy,57:38.1,,,,
1573,4,5194437,semi_remote,easy,,,,,
1574,331,5589832,semi_presence,easy,44:06.2,,,,
1575,265,4142948,temp_remote,easy,35:26.3,,,,
1576,100,4191280,semi_remote,medium,43:55.2,,,,
1577,2,5338156,not_clear_remote,easy,27:27.5,,,,
1578,397,3099834,not_remote,easy,,,,,
1579,67,5445963,tot_remote,easy,40:40.0,,,,
1580,34,2973148,not_remote,easy,08:36.8,,,,
1581,100,4566179,semi_remote,easy,02:02.2,,,,
1582,133,4150489,not_clear_remote,easy,41:05.7,,,,
1583,232,5018192,semi_presence,easy,45:42.1,,,,
1584,331,5596272,semi_presence,easy,58:04.1,,,,
1585,265,4591461,semi_remote,easy,50:41.6,,,,
1586,265,3209619,not_remote,hard,51:27.5,,,,
1587,199,5430429,tot_remote,medium,30:01.4,,,,
1588,397,5664103,semi_remote,easy,44:52.0,,,,
1589,5,4065084,not_clear_remote,medium,31:13.9,,,,
1590,67,4106663,tot_remote,easy,08:46.7,,,,
1591,100,4376348,not_clear_remote,medium,44:52.8,,,,
1592,331,5618348,not_clear_remote,easy,32:27.2,,,,
1593,4,5189074,semi_presence,easy,,,,,
1594,4,5414551,semi_remote,medium,,,,,
1595,397,5010796,tot_remote,easy,30:36.0,,,,
1596,67,4074685,temp_remote,easy,34:56.0,,,,
1597,397,4089089,tot_remote,easy,06:36.4,,,,
1598,397,5170944,tot_remote,medium,06:56.4,,,,
1599,3,4095113,semi_presence,easy,41:52.6,,,,
1600,232,5491366,not_remote,easy,19:20.7,,,,
1601,100,4078590,tot_remote,easy,48:36.5,,,,
1602,4,5023035,semi_remote,easy,,,,,
1603,133,4427049,tot_remote,easy,38:20.7,,,,
1604,397,4064037,tot_remote,easy,09:40.8,,,,
1605,100,5505810,not_clear_remote,medium,30:48.4,,,,
1606,232,4116456,temp_remote,easy,28:04.9,,,,
1607,100,4069320,tot_remote,easy,05:14.5,,,,
1608,166,4050578,tot_remote,medium,58:14.9,,,,
1609,232,5089303,semi_remote,easy,21:16.2,,,,
1610,67,5479673,not_clear_remote,hard,12:28.5,,,,
1611,331,4076199,temp_remote,easy,47:52.0,,,,
1612,199,357889,tot_remote,easy,37:25.1,,,,
1613,166,4082286,tot_remote,easy,48:38.3,,,,
1614,166,4443003,semi_presence,easy,30:19.4,,,,
1615,100,5630743,semi_presence,easy,15:37.6,,,,
1616,133,5340502,not_clear_remote,hard,29:20.7,,,,
1617,265,3507999,not_remote,medium,40:08.5,,,,
1618,397,3456750,semi_remote,easy,,,,,
1619,67,4078577,tot_remote,easy,50:39.9,,,,
1620,4,4056026,tot_remote,easy,,,,,
1621,3,2604849,not_clear_remote,medium,36:53.3,,,,
1622,199,5294337,tot_remote,medium,21:21.4,,,,
1623,34,5176863,not_clear_remote,easy,11:13.6,,,,
1624,3,5559081,not_clear_remote,easy,14:53.9,,,,
1625,100,4070640,temp_remote,easy,25:10.2,,,,
1626,100,4141119,temp_remote,easy,54:39.2,,,,
1627,67,5218725,not_clear_remote,easy,58:58.9,,,,
1628,100,5189538,semi_presence,easy,14:46.1,,,,
1629,34,5536359,tot_remote,easy,14:59.5,,,,
1630,331,5491954,semi_presence,easy,13:43.5,,,,
1631,397,3297693,not_remote,medium,,,,,
1632,166,4370978,semi_presence,easy,14:13.3,,,,
1633,331,4384052,temp_remote,easy,42:41.7,,,,
1634,133,4155079,semi_remote,hard,51:10.0,,,,
1635,397,4050441,semi_presence,easy,56:21.8,,,,
1636,5,5611759,semi_presence,easy,31:33.1,,,,
1637,166,3326404,not_remote,hard,55:56.5,,,,
1638,199,2846881,not_remote,easy,20:37.0,,,,
1639,166,4060437,temp_remote,easy,26:08.0,,,,
1640,298,398582,tot_remote,medium,26:34.1,,,,
1641,5,4066920,tot_remote,easy,38:14.5,,,,
1642,166,4041269,tot_remote,easy,32:35.4,,,,
1643,199,4068470,semi_presence,medium,08:04.4,,,,
1644,199,5130439,tot_remote,easy,18:49.9,,,,
1645,265,4074536,semi_remote,medium,56:35.7,,,,
1646,67,4524505,not_remote,easy,31:28.2,,,,
1647,232,4485503,semi_presence,easy,17:28.0,,,,
1648,265,5084752,semi_remote,medium,51:34.9,,,,
1649,3,421052,tot_remote,easy,50:20.0,,,,
1650,397,4235533,tot_remote,easy,52:08.9,,,,
1651,298,5283333,not_remote,easy,48:22.0,,,,
1652,133,4056365,not_clear_remote,easy,23:18.0,,,,
1653,4,4092173,not_clear_remote,medium,,,,,
1654,133,626187,not_remote,easy,45:32.8,,,,
1655,265,5099966,semi_presence,easy,05:08.6,,,,
1656,2,5308976,not_remote,easy,05:09.2,,,,
1657,331,4249095,not_clear_remote,easy,45:51.4,,,,
1658,100,4056783,semi_remote,easy,48:35.7,,,,
1659,133,2822600,not_remote,easy,50:46.7,,,,
1660,4,3982755,not_remote,easy,,,,,
1661,265,4654899,tot_remote,easy,47:22.3,,,,
1662,166,4255543,tot_remote,easy,42:13.8,,,,
1663,232,4086483,tot_remote,easy,26:21.0,,,,
1664,100,5185164,tot_remote,easy,30:21.2,,,,
1665,2,4126328,not_clear_remote,easy,30:36.7,,,,
1666,4,5161069,not_clear_remote,medium,,,,,
1667,331,4110736,tot_remote,easy,46:01.4,,,,
1668,4,4591461,semi_remote,easy,,,,,
1669,166,4207471,tot_remote,medium,34:06.5,,,,
1670,133,4065673,temp_remote,easy,37:03.4,,,,
1671,331,5210479,not_clear_remote,easy,29:18.0,,,,
1672,232,5589079,semi_presence,easy,22:45.5,,,,
1673,331,4572752,tot_remote,easy,08:28.5,,,,
1674,4,4201728,semi_remote,easy,,,,,
1675,397,5581416,semi_presence,easy,57:23.9,,,,
1676,199,3144693,not_remote,easy,36:42.3,,,,
1677,265,5133458,not_remote,easy,33:19.7,,,,
1678,133,5141713,not_clear_remote,medium,08:17.0,,,,
1679,100,5271790,semi_remote,easy,16:22.6,,,,
1680,3,3541556,not_clear_remote,medium,51:56.9,,,,
1681,265,4056456,semi_presence,medium,51:45.1,,,,
1682,4,4642903,temp_remote,easy,,,,,
1683,397,5078586,semi_remote,easy,04:29.9,,,,
1684,4,4083973,tot_remote,easy,,,,,
1685,5,4075025,tot_remote,easy,52:51.0,,,,
1686,67,4141757,tot_remote,easy,37:12.5,,,,
1687,4,4398709,semi_remote,easy,,,,,
1688,397,5659783,not_remote,easy,30:42.7,,,,
1689,4,4139134,tot_remote,easy,,,,,
1690,298,5315992,semi_remote,easy,20:50.3,,,,
1691,67,5276693,not_clear_remote,hard,26:45.4,,,,
1692,166,4340961,tot_remote,easy,05:56.3,,,,
1693,100,4040621,tot_remote,easy,34:28.1,,,,
1694,100,4574921,semi_remote,medium,59:05.8,,,,
1695,4,3955417,tot_remote,easy,,,,,
1696,133,1001280,tot_remote,medium,48:36.4,,,,
1697,100,4096279,tot_remote,easy,47:12.4,,,,
1698,232,3769352,not_remote,easy,23:23.4,,,,
1699,4,4482635,temp_remote,easy,,,,,
1700,232,826111,tot_remote,easy,28:34.6,,,,
1701,133,5526569,not_clear_remote,medium,37:57.2,,,,
1702,331,5525522,tot_remote,easy,34:22.4,,,,
1703,199,4645665,tot_remote,easy,32:06.6,,,,
1704,199,4034772,not_remote,easy,53:16.7,,,,
1705,199,1113088,tot_remote,easy,12:59.6,,,,
1706,100,5584401,not_clear_remote,medium,24:35.1,,,,
1707,3,3792939,not_remote,easy,43:57.8,,,,
1708,199,209924,tot_remote,easy,34:35.3,,,,
1709,166,4394675,tot_remote,medium,48:29.1,,,,
1710,4,4054518,temp_remote,medium,,,,,
1711,298,415008,tot_remote,medium,01:55.7,,,,
1712,331,5537478,semi_remote,easy,14:38.2,,,,
1713,100,4084201,temp_remote,easy,09:12.4,,,,
1714,3,5639908,not_remote,easy,33:39.5,,,,
1715,67,4095080,temp_remote,easy,23:57.2,,,,
1716,5,5271301,tot_remote,easy,40:06.1,,,,
1717,166,4098536,tot_remote,hard,15:12.8,,,,
1718,166,5079243,semi_remote,medium,04:06.6,,,,
1719,232,4664884,semi_presence,easy,24:52.5,,,,
1720,2,4060412,temp_remote,easy,45:01.7,,,,
1721,199,4031869,temp_remote,easy,48:41.0,,,,
1722,3,5323837,tot_remote,easy,57:52.0,,,,
1723,4,4141688,temp_remote,easy,,,,,
1724,4,4485031,semi_remote,medium,,,,,
1725,331,4084891,semi_presence,easy,47:16.1,,,,
1726,397,5068126,tot_remote,easy,29:00.0,,,,
1727,331,4517327,semi_remote,easy,34:42.1,,,,
1728,232,4225268,not_clear_remote,easy,25:19.1,,,,
1729,4,4213401,not_clear_remote,easy,,,,,
1730,166,463614,not_remote,hard,41:45.6,,,,
1731,34,5296514,not_clear_remote,easy,01:45.4,,,,
1732,4,4142724,not_clear_remote,easy,,,,,
1733,4,5462319,tot_remote,easy,,,,,
1734,4,4460740,tot_remote,easy,,,,,
1735,67,5477554,not_remote,easy,27:33.7,,,,
1736,199,5532888,tot_remote,easy,00:09.0,,,,
1737,3,5355911,semi_presence,easy,58:02.3,,,,
1738,232,5185629,semi_remote,easy,27:51.5,,,,
1739,5,4116871,tot_remote,easy,28:12.1,,,,
1740,232,5525065,semi_presence,easy,29:40.9,,,,
1741,5,568275,tot_remote,easy,27:44.9,,,,
1742,3,5479859,not_remote,easy,35:53.0,,,,
1743,397,5196896,tot_remote,easy,05:33.2,,,,
1744,166,5605204,semi_remote,easy,36:29.2,,,,
1745,4,4131815,not_remote,easy,,,,,
1746,100,5517628,semi_presence,medium,18:05.0,,,,
1747,298,5364021,tot_remote,easy,23:33.3,,,,
1748,298,5021650,tot_remote,easy,06:06.1,,,,
1749,199,5348247,semi_remote,easy,05:24.8,,,,
1750,133,5650140,not_remote,medium,21:57.3,,,,
1751,199,5283333,not_remote,easy,05:43.7,,,,
1752,298,3209619,not_remote,medium,54:57.3,,,,
1753,67,4138855,temp_remote,easy,38:11.9,,,,
1754,199,4051268,temp_remote,easy,13:15.6,,,,
1755,34,4055023,tot_remote,easy,37:59.7,,,,
1756,232,5530006,semi_presence,easy,27:31.6,,,,
1757,100,4648623,tot_remote,easy,49:19.1,,,,
1758,5,4209642,not_clear_remote,easy,02:06.6,,,,
1759,3,5543898,not_remote,easy,48:18.0,,,,
1760,67,4087866,temp_remote,easy,59:44.0,,,,
1761,232,5196891,tot_remote,easy,13:29.1,,,,
1762,232,5481676,tot_remote,easy,18:46.9,,,,
1763,397,5486507,semi_remote,easy,02:47.2,,,,
1764,133,5629426,not_clear_remote,hard,21:52.0,,,,
1765,298,4040457,temp_remote,easy,48:48.3,,,,
1766,298,5009320,semi_presence,medium,09:12.2,,,,
1767,133,4088342,not_clear_remote,hard,08:02.4,,,,
1768,199,3003811,not_remote,easy,41:05.8,,,,
1769,2,4124081,tot_remote,easy,53:39.6,,,,
1770,331,5637479,not_clear_remote,easy,42:10.7,,,,
1771,133,4387950,not_remote,medium,56:29.6,,,,
1772,4,5289405,semi_presence,easy,,,,,
1773,397,5210460,semi_remote,easy,00:17.1,,,,
1774,5,4607485,not_clear_remote,easy,50:01.1,,,,
1775,100,4331060,semi_remote,easy,54:16.4,,,,
1776,4,4137594,tot_remote,easy,,,,,
1777,5,5655690,semi_presence,easy,55:12.0,,,,
1778,133,5379391,not_clear_remote,medium,03:14.2,,,,
1779,4,4268374,tot_remote,easy,,,,,
1780,397,5082445,semi_remote,easy,09:49.9,,,,
1781,4,5352780,semi_presence,easy,,,,,
1782,199,4080151,tot_remote,easy,28:57.2,,,,
1783,100,4320968,tot_remote,easy,03:21.4,,,,
1784,3,5150096,semi_remote,easy,19:40.4,,,,
1785,5,4090233,temp_remote,easy,33:33.1,,,,
1786,166,5354354,semi_remote,medium,25:43.7,,,,
1787,100,4383459,tot_remote,easy,45:20.3,,,,
1788,397,3771691,not_remote,easy,35:47.0,,,,
1789,3,5449930,tot_remote,easy,15:59.9,,,,
1790,3,1556059,temp_remote,easy,44:08.7,,,,
1791,4,5119447,temp_remote,easy,,,,,
1792,67,4479533,tot_remote,easy,14:03.3,,,,
1793,232,3238024,not_remote,easy,33:37.6,,,,
1794,67,4513297,not_clear_remote,easy,00:06.1,,,,
1795,298,5213253,semi_remote,easy,33:17.7,,,,
1796,199,4078570,tot_remote,medium,57:32.7,,,,
1797,67,5630729,semi_presence,easy,29:53.1,,,,
1798,34,4063542,temp_remote,easy,12:32.6,,,,
1799,4,4114577,tot_remote,easy,,,,,
1800,67,4215468,temp_remote,medium,02:53.6,,,,
1801,5,301996,not_remote,easy,15:33.6,,,,
1802,133,5539037,not_remote,easy,15:46.8,,,,
1803,298,803097,semi_remote,easy,45:23.8,,,,
1804,265,5221005,not_remote,medium,48:31.7,,,,
1805,4,4611903,not_clear_remote,hard,,,,,
1806,3,3665890,not_remote,easy,56:45.7,,,,
1807,232,5182049,tot_remote,easy,16:49.9,,,,
1808,67,4108908,tot_remote,easy,36:23.2,,,,
1809,133,5315055,not_clear_remote,easy,01:39.0,,,,
1810,298,3865971,semi_remote,easy,25:15.4,,,,
1811,4,4119158,not_clear_remote,easy,,,,,
1812,265,5320211,tot_remote,easy,54:48.5,,,,
1813,5,4103017,tot_remote,easy,16:51.8,,,,
1814,3,4083973,tot_remote,easy,52:34.9,,,,
1815,397,3361061,not_remote,easy,55:08.1,,,,
1816,265,5300600,semi_presence,easy,38:50.4,,,,
1817,4,5536652,semi_remote,medium,,,,,
1818,331,4071403,temp_remote,easy,18:40.7,,,,
1819,4,4019176,semi_remote,medium,,,,,
1820,265,4097277,tot_remote,easy,22:11.5,,,,
1821,4,4098535,temp_remote,easy,,,,,
1822,4,5261665,tot_remote,easy,,,,,
1823,133,4145044,semi_remote,medium,01:38.3,,,,
