id,classifier_id,ad_id,classification,ease,timestamp
3010,232,423533,not_remote,easy,2025-01-28 20:26:24
201,3,4107884,tot_remote,easy,2025-01-28 20:27:06
2281,298,4106615,tot_remote,easy,2025-01-28 20:27:48
1867,5,4129894,semi_presence,easy,2025-01-28 20:29:30
2610,5,4098569,temp_remote,medium,2025-01-28 20:29:42
2079,3,5072728,tot_remote,easy,2025-01-28 20:29:42
4522,331,4031283,temp_remote,easy,2025-01-28 20:31:24
2129,67,3269802,semi_remote,easy,2025-01-28 20:32:18
3037,100,5377926,not_clear_remote,medium,2025-01-28 20:32:18
3129,3,3988260,temp_remote,easy,2025-01-28 20:32:24
2121,2,4057269,temp_remote,easy,2025-01-28 20:35:48
1371,232,2356333,not_remote,easy,2025-01-28 20:36:24
1638,199,2846881,not_remote,easy,2025-01-28 20:37:00
904,166,4459794,semi_remote,easy,2025-01-28 20:37:24
2760,265,3819904,semi_remote,medium,2025-01-28 20:37:48
634,232,4148338,semi_presence,easy,2025-01-28 20:37:54
389,34,4061940,temp_remote,easy,2025-01-28 20:38:06
4008,199,4267590,tot_remote,medium,2025-01-28 20:38:42
1472,232,4141476,not_clear_remote,hard,2025-01-28 20:41:48
2670,133,5482953,not_remote,easy,2025-01-28 20:42:06
3030,232,5270587,semi_presence,medium,2025-01-28 20:42:36
3567,133,3817011,not_remote,medium,2025-01-28 20:44:00
3270,5,5286086,not_clear_remote,medium,2025-01-28 20:44:36
1253,3,1052112,semi_presence,easy,2025-01-28 20:45:24
4219,265,5151815,semi_presence,easy,2025-01-28 20:45:36
4178,331,3941406,tot_remote,easy,2025-01-28 20:47:18
4370,133,4580219,temp_remote,easy,2025-01-28 20:48:24
1165,232,5349545,tot_remote,easy,2025-01-28 20:50:12
1690,298,5315992,semi_remote,easy,2025-01-28 20:50:18
4354,166,2792818,semi_presence,easy,2025-01-28 20:50:36
2878,199,771708,tot_remote,easy,2025-01-28 20:52:42
3121,298,5602344,semi_remote,easy,2025-01-28 20:53:12
651,166,785636,tot_remote,medium,2025-01-28 20:53:12
1352,34,3269802,semi_remote,easy,2025-01-28 20:53:30
340,331,4336286,not_clear_remote,easy,2025-01-28 20:54:00
5109,133,4115829,not_clear_remote,easy,2025-01-28 20:55:06
3748,100,4455487,temp_remote,medium,2025-01-28 20:55:36
1495,232,4155156,tot_remote,easy,2025-01-28 20:56:36
4061,166,5158851,semi_remote,medium,2025-01-28 20:58:18
1011,232,4555988,not_clear_remote,easy,2025-01-28 20:59:06
3380,67,2774427,not_clear_remote,medium,2025-01-28 21:00:06
1133,34,5500728,tot_remote,easy,2025-01-28 21:00:36
3428,166,4154962,temp_remote,easy,2025-01-28 21:00:48
2794,3,4064633,tot_remote,easy,2025-01-28 21:01:06
2410,298,4061619,semi_remote,easy,2025-01-28 21:01:18
678,34,4106663,tot_remote,easy,2025-01-28 21:02:00
4639,5,4182106,tot_remote,easy,2025-01-28 21:02:42
2189,5,3834686,not_clear_remote,medium,2025-01-28 21:04:30
3296,265,5161545,semi_presence,medium,2025-01-28 21:06:18
4775,133,5596312,semi_presence,easy,2025-01-28 21:08:12
2014,166,5167070,semi_remote,medium,2025-01-28 21:09:18
2487,3,5229139,not_remote,easy,2025-01-28 21:09:48
2928,34,5594576,semi_presence,easy,2025-01-28 21:11:42
2847,34,1775438,tot_remote,easy,2025-01-28 21:11:48
1553,265,4045500,tot_remote,easy,2025-01-28 21:12:54
4296,331,4141501,temp_remote,medium,2025-01-28 21:13:12
3759,232,4084064,temp_remote,easy,2025-01-28 21:14:30
3057,3,5078573,tot_remote,easy,2025-01-28 21:14:42
1609,232,5089303,semi_remote,easy,2025-01-28 21:16:12
3584,232,4173323,tot_remote,easy,2025-01-28 21:18:18
4388,5,4104471,not_clear_remote,medium,2025-01-28 21:18:30
2688,298,3690248,semi_remote,easy,2025-01-28 21:18:42
2145,331,4349801,not_remote,easy,2025-01-28 21:20:30
1622,199,5294337,tot_remote,medium,2025-01-28 21:21:24
1027,5,4201628,semi_presence,easy,2025-01-28 21:26:24
3177,133,5006479,semi_presence,medium,2025-01-28 21:26:30
4660,34,815240,not_remote,easy,2025-01-28 21:27:24
664,100,2775405,tot_remote,easy,2025-01-28 21:27:42
1051,5,4349801,not_remote,easy,2025-01-28 21:27:48
3354,265,5174855,not_remote,easy,2025-01-28 21:28:48
2147,298,4059705,not_remote,medium,2025-01-28 21:29:06
3742,3,5592968,semi_remote,easy,2025-01-28 21:30:30
4515,298,4087796,semi_remote,easy,2025-01-28 21:30:36
3915,199,5563467,not_remote,medium,2025-01-28 21:32:24
25,34,5558105,not_clear_remote,easy,2025-01-28 21:32:30
1345,2,1053595,temp_remote,easy,2025-01-28 21:32:54
3644,166,5273215,semi_remote,easy,2025-01-28 21:34:06
3065,5,4169831,tot_remote,easy,2025-01-28 21:36:18
595,133,5489104,not_remote,easy,2025-01-28 21:37:18
1479,34,4298512,temp_remote,easy,2025-01-28 21:37:36
1369,331,5309199,not_clear_remote,easy,2025-01-28 21:37:42
2623,232,4368453,tot_remote,easy,2025-01-28 21:38:30
2554,133,5589868,semi_presence,easy,2025-01-28 21:39:06
3355,232,616151,semi_remote,easy,2025-01-28 21:39:48
610,5,4371110,not_remote,easy,2025-01-28 21:41:48
4730,331,2046108,tot_remote,easy,2025-01-28 21:43:30
3190,166,5187771,semi_remote,medium,2025-01-28 21:45:30
880,331,5319863,not_clear_remote,easy,2025-01-28 21:46:42
3232,199,5108330,tot_remote,easy,2025-01-28 21:47:54
1142,5,3074608,not_remote,easy,2025-01-28 21:47:54
2761,67,5579945,semi_presence,easy,2025-01-28 21:50:18
2219,298,4054970,tot_remote,easy,2025-01-28 21:51:00
1848,166,4033604,tot_remote,easy,2025-01-28 21:51:12
2646,331,4103017,tot_remote,easy,2025-01-28 21:51:18
4314,199,4328136,tot_remote,easy,2025-01-28 21:51:54
1764,133,5629426,not_clear_remote,hard,2025-01-28 21:52:00
1968,133,3507578,not_remote,medium,2025-01-28 21:52:18
291,100,553635,not_remote,easy,2025-01-28 21:53:48
1403,5,4100056,temp_remote,easy,2025-01-28 21:55:06
722,265,2581060,not_remote,easy,2025-01-28 21:56:18
2924,5,3110203,tot_remote,easy,2025-01-28 21:57:00
1750,133,5650140,not_remote,medium,2025-01-28 21:57:18
1172,298,5341544,not_remote,medium,2025-01-28 21:57:54
1885,232,4377001,semi_remote,easy,2025-01-28 21:59:00
373,2,5593238,semi_presence,easy,2025-01-28 22:00:12
3676,199,4058452,temp_remote,easy,2025-01-28 22:01:12
3155,133,5406944,semi_presence,easy,2025-01-28 22:01:30
76,331,4135511,semi_presence,medium,2025-01-28 22:01:54
2241,34,5228261,not_remote,easy,2025-01-28 22:04:24
2075,5,5589832,semi_presence,easy,2025-01-28 22:07:30
4745,331,4152564,not_clear_remote,medium,2025-01-28 22:08:36
4262,67,1019429,tot_remote,hard,2025-01-28 22:09:54
954,232,4163842,temp_remote,easy,2025-01-28 22:10:48
1820,265,4097277,tot_remote,easy,2025-01-28 22:11:30
901,232,4098535,temp_remote,easy,2025-01-28 22:11:42
1333,133,4562751,semi_remote,easy,2025-01-28 22:12:00
3911,199,5114917,not_clear_remote,easy,2025-01-28 22:12:06
1175,298,3594409,tot_remote,easy,2025-01-28 22:14:24
4427,34,4105646,not_clear_remote,easy,2025-01-28 22:15:18
3560,5,5593404,semi_presence,easy,2025-01-28 22:16:24
4396,5,5151809,not_clear_remote,easy,2025-01-28 22:17:36
1143,331,4059268,temp_remote,easy,2025-01-28 22:17:42
3789,3,4005026,tot_remote,easy,2025-01-28 22:17:42
4264,2,5265590,not_clear_remote,easy,2025-01-28 22:18:30
3903,265,2433489,temp_remote,easy,2025-01-28 22:18:48
4473,133,5457855,not_clear_remote,medium,2025-01-28 22:19:30
4703,100,4155120,tot_remote,easy,2025-01-28 22:20:12
4253,2,4335523,tot_remote,easy,2025-01-28 22:21:06
3468,199,5103225,semi_remote,easy,2025-01-28 22:21:36
897,298,633135,tot_remote,easy,2025-01-28 22:22:54
2805,34,3957547,semi_presence,easy,2025-01-28 22:26:06
1072,331,5012325,not_clear_remote,easy,2025-01-28 22:26:18
4106,166,4175353,tot_remote,easy,2025-01-28 22:29:18
4986,265,4149388,temp_remote,easy,2025-01-28 22:29:48
3297,265,4388522,semi_presence,hard,2025-01-28 22:30:06
3233,34,1021201,not_clear_remote,medium,2025-01-28 22:30:48
1998,100,4144354,temp_remote,medium,2025-01-28 22:31:24
4963,5,4048393,not_clear_remote,medium,2025-01-28 22:31:30
1373,199,5326669,not_remote,easy,2025-01-28 22:31:42
4186,133,4466529,tot_remote,medium,2025-01-28 22:33:30
4486,133,3114161,not_remote,easy,2025-01-28 22:34:06
4681,3,4331060,semi_remote,easy,2025-01-28 22:36:06
3697,298,5066187,semi_remote,medium,2025-01-28 22:36:06
1016,166,4124081,tot_remote,easy,2025-01-28 22:37:12
1880,331,4138119,semi_presence,easy,2025-01-28 22:37:24
1195,265,4095979,tot_remote,easy,2025-01-28 22:39:12
1480,5,4063006,tot_remote,medium,2025-01-28 22:40:24
540,199,3694308,not_clear_remote,easy,2025-01-28 22:40:24
558,232,4575409,not_clear_remote,easy,2025-01-28 22:40:54
1965,5,5141713,semi_presence,easy,2025-01-28 22:42:30
4001,67,4117215,tot_remote,easy,2025-01-28 22:43:06
2725,199,5337048,not_clear_remote,easy,2025-01-28 22:43:18
5103,34,5377926,not_clear_remote,easy,2025-01-28 22:43:36
1672,232,5589079,semi_presence,easy,2025-01-28 22:45:30
5000,100,4126981,tot_remote,easy,2025-01-28 22:45:36
1348,232,4087719,temp_remote,medium,2025-01-28 22:45:48
1204,133,4153022,tot_remote,easy,2025-01-28 22:47:54
3201,298,4178758,semi_remote,easy,2025-01-28 22:49:06
4364,232,5450080,semi_presence,easy,2025-01-28 22:51:24
1055,166,5537478,semi_remote,easy,2025-01-28 22:52:00
3314,199,5153768,not_remote,medium,2025-01-28 22:52:12
2798,3,603231,not_remote,easy,2025-01-28 22:52:36
2963,199,4103364,tot_remote,easy,2025-01-28 22:52:42
994,3,5219967,semi_presence,medium,2025-01-28 22:54:12
4071,133,4154455,not_clear_remote,medium,2025-01-28 22:55:06
944,3,4103506,tot_remote,easy,2025-01-28 22:55:42
3784,331,5379119,semi_presence,easy,2025-01-28 22:55:48
2967,133,4084163,temp_remote,easy,2025-01-28 22:56:42
1298,5,3264586,not_remote,easy,2025-01-28 22:56:48
829,34,4356955,tot_remote,easy,2025-01-28 22:57:36
249,5,5136898,semi_presence,easy,2025-01-28 22:58:54
3590,34,4053751,semi_remote,easy,2025-01-28 22:59:36
912,199,5163228,tot_remote,easy,2025-01-28 23:00:12
438,199,1934818,not_remote,easy,2025-01-28 23:00:42
3777,265,5532210,semi_presence,easy,2025-01-28 23:02:18
476,133,5569201,semi_presence,easy,2025-01-28 23:03:12
4779,100,5408366,semi_remote,easy,2025-01-28 23:03:12
4758,166,5098304,tot_remote,easy,2025-01-28 23:06:36
3570,100,4153905,tot_remote,easy,2025-01-28 23:08:36
3510,232,1053595,semi_presence,easy,2025-01-28 23:09:24
3572,5,5637479,semi_presence,easy,2025-01-28 23:09:42
4603,331,4009629,temp_remote,medium,2025-01-28 23:10:24
2902,2,4103941,not_clear_remote,easy,2025-01-28 23:10:48
277,5,5429755,semi_presence,medium,2025-01-28 23:12:24
2213,100,644622,not_remote,easy,2025-01-28 23:13:06
1282,2,4120831,not_clear_remote,easy,2025-01-28 23:13:18
164,265,5184027,semi_presence,medium,2025-01-28 23:13:36
2678,199,4045589,not_remote,easy,2025-01-28 23:14:06
3044,67,5621351,tot_remote,easy,2025-01-28 23:14:42
4145,298,5638141,semi_remote,easy,2025-01-28 23:15:42
5066,2,3903532,not_remote,easy,2025-01-28 23:16:00
1900,298,4122259,tot_remote,easy,2025-01-28 23:17:54
1652,133,4056365,not_clear_remote,easy,2025-01-28 23:18:00
3195,67,4414170,tot_remote,hard,2025-01-28 23:18:42
1857,67,4356425,semi_remote,easy,2025-01-28 23:19:42
2282,5,468628,not_clear_remote,medium,2025-01-28 23:19:54
3313,3,3316539,not_remote,easy,2025-01-28 23:21:18
3481,3,4339039,tot_remote,easy,2025-01-28 23:22:24
1698,232,3769352,not_remote,easy,2025-01-28 23:23:24
5012,331,297666,not_remote,easy,2025-01-28 23:24:24
1363,133,3904803,tot_remote,easy,2025-01-28 23:24:54
988,133,4106002,temp_remote,easy,2025-01-28 23:26:24
1238,67,584874,tot_remote,easy,2025-01-28 23:27:30
3942,199,5604328,not_clear_remote,easy,2025-01-28 23:30:12
3943,3,5626930,not_clear_remote,medium,2025-01-28 23:30:42
4271,265,3857002,not_remote,medium,2025-01-28 23:31:00
1905,100,4154909,tot_remote,easy,2025-01-28 23:31:12
4531,100,5402293,temp_remote,medium,2025-01-28 23:31:42
1389,5,4031564,semi_remote,easy,2025-01-28 23:32:30
1118,199,4109645,not_remote,easy,2025-01-28 23:32:54
222,133,5191970,tot_remote,easy,2025-01-28 23:32:54
1747,298,5364021,tot_remote,easy,2025-01-28 23:33:18
4847,2,1724598,tot_remote,easy,2025-01-28 23:33:36
2989,5,4155956,semi_presence,easy,2025-01-28 23:34:48
1531,265,4040142,tot_remote,easy,2025-01-28 23:37:42
446,2,4340545,tot_remote,easy,2025-01-28 23:40:18
463,34,2774427,not_remote,easy,2025-01-28 23:40:48
431,331,5033644,not_clear_remote,easy,2025-01-28 23:43:00
1391,232,5308959,semi_remote,easy,2025-01-28 23:43:36
1145,5,4126482,temp_remote,easy,2025-01-28 23:46:12
4972,67,4099436,temp_remote,medium,2025-01-28 23:46:36
2156,3,4323019,semi_remote,easy,2025-01-28 23:46:48
1449,232,3360746,not_remote,easy,2025-01-28 23:47:30
3688,5,5193932,semi_presence,easy,2025-01-28 23:47:48
2718,166,4134078,tot_remote,easy,2025-01-28 23:47:54
3171,265,5271463,semi_presence,easy,2025-01-28 23:48:12
759,133,791114,tot_remote,easy,2025-01-28 23:49:48
3740,232,5478594,not_clear_remote,easy,2025-01-28 23:50:30
3517,199,4297995,tot_remote,easy,2025-01-28 23:51:12
492,100,2456766,tot_remote,medium,2025-01-28 23:51:18
3206,100,4074737,temp_remote,medium,2025-01-28 23:52:18
129,34,5234735,semi_presence,easy,2025-01-28 23:53:48
4649,67,5625212,tot_remote,easy,2025-01-28 23:53:48
3895,34,4070640,temp_remote,easy,2025-01-28 23:54:00
1221,3,5420148,semi_remote,medium,2025-01-28 23:55:54
920,331,5376915,not_clear_remote,easy,2025-01-28 23:56:18
1715,67,4095080,temp_remote,easy,2025-01-28 23:57:12
4637,133,3139391,not_remote,easy,2025-01-28 23:57:42
1496,265,4382079,not_remote,easy,2025-01-28 23:58:18
1471,2,4325160,temp_remote,easy,2025-01-28 23:58:54
339,166,5637133,semi_presence,medium,2025-01-28 23:58:54
965,5,5289378,semi_presence,easy,2025-01-28 23:59:48
1,397,3651421,not_remote,easy,2025-01-29 00:08:48
3,5,3552619,tot_remote,easy,2025-01-29 00:28:48
4,166,4138119,semi_presence,medium,2025-01-29 00:37:48
6,298,4346681,temp_remote,easy,2025-01-29 00:53:48
7,166,4142668,temp_remote,medium,2025-01-29 01:04:48
8,166,5023278,not_remote,medium,2025-01-29 01:19:48
9,3,4237249,temp_remote,medium,2025-01-29 01:26:48
10,5,1864632,not_remote,easy,2025-01-29 01:45:48
16,397,5008769,tot_remote,easy,2025-01-29 01:54:48
17,5,4131428,tot_remote,easy,2025-01-29 02:09:48
18,67,1770558,not_clear_remote,medium,2025-01-29 02:28:48
19,397,5669217,semi_presence,easy,2025-01-29 02:35:48
20,5,5522204,not_remote,easy,2025-01-29 02:40:48
21,397,5119450,tot_remote,easy,2025-01-29 02:46:48
22,298,4097604,semi_remote,easy,2025-01-29 03:05:48
23,67,5184069,tot_remote,medium,2025-01-29 03:19:48
24,5,5597041,not_remote,easy,2025-01-29 03:34:48
26,397,5632920,semi_remote,easy,2025-01-29 03:42:48
28,397,5627052,semi_remote,easy,2025-01-29 03:50:48
30,100,3843280,semi_remote,medium,2025-01-29 04:01:48
31,166,5325080,tot_remote,medium,2025-01-29 04:15:48
33,397,3316539,not_remote,easy,2025-01-29 04:26:48
34,5,4209940,tot_remote,easy,2025-01-29 04:33:48
35,5,4276011,tot_remote,easy,2025-01-29 04:40:48
36,199,5276693,not_clear_remote,easy,2025-01-29 04:48:48
37,5,5553532,not_clear_remote,medium,2025-01-29 05:07:48
38,5,4030726,tot_remote,easy,2025-01-29 05:16:48
40,67,5122869,not_clear_remote,medium,2025-01-29 05:21:48
41,5,5613342,not_clear_remote,hard,2025-01-29 05:39:48
44,133,4104471,semi_presence,medium,2025-01-29 05:57:48
45,5,5561542,semi_presence,easy,2025-01-29 06:13:48
46,5,4141475,tot_remote,easy,2025-01-29 06:23:48
48,34,4623183,not_remote,easy,2025-01-29 06:40:48
49,298,5569230,semi_presence,easy,2025-01-29 06:48:48
51,100,5551953,semi_remote,easy,2025-01-29 06:59:48
53,100,4120549,semi_remote,medium,2025-01-29 07:14:48
54,67,5300884,not_remote,easy,2025-01-29 07:29:48
55,5,5217530,not_remote,easy,2025-01-29 07:39:48
56,5,5129487,not_clear_remote,medium,2025-01-29 07:55:48
57,166,5386087,semi_remote,medium,2025-01-29 08:01:48
58,397,4173323,tot_remote,easy,2025-01-29 08:17:48
59,133,5335223,not_clear_remote,medium,2025-01-29 08:26:48
60,67,4120515,tot_remote,easy,2025-01-29 08:33:48
61,298,3003811,not_remote,easy,2025-01-29 08:38:48
63,5,4046215,temp_remote,easy,2025-01-29 08:49:48
64,397,2694178,not_clear_remote,easy,2025-01-29 08:56:48
65,100,4055412,not_clear_remote,medium,2025-01-29 09:06:48
66,5,5263015,semi_presence,easy,2025-01-29 09:23:48
70,5,5006479,semi_presence,medium,2025-01-29 09:28:48
71,331,4371110,not_remote,easy,2025-01-29 09:45:48
72,232,5086664,tot_remote,easy,2025-01-29 10:04:48
73,166,5356697,semi_remote,easy,2025-01-29 10:20:48
74,265,415008,tot_remote,medium,2025-01-29 10:38:48
75,3,4053838,tot_remote,easy,2025-01-29 10:45:48
77,298,5628292,semi_remote,easy,2025-01-29 10:59:48
78,166,3552179,tot_remote,medium,2025-01-29 11:15:48
79,298,4078570,tot_remote,easy,2025-01-29 11:33:48
80,298,2687267,semi_remote,medium,2025-01-29 11:46:48
82,67,4144254,not_clear_remote,medium,2025-01-29 11:59:48
83,5,5049108,not_clear_remote,easy,2025-01-29 12:19:48
84,133,4315526,not_clear_remote,hard,2025-01-29 12:32:48
85,166,2918898,not_remote,easy,2025-01-29 12:42:48
86,34,4132147,tot_remote,easy,2025-01-29 12:59:48
87,166,5476244,not_clear_remote,medium,2025-01-29 13:06:48
90,265,5232095,tot_remote,easy,2025-01-29 13:24:48
93,166,5017505,not_clear_remote,easy,2025-01-29 13:34:48
94,100,4062255,temp_remote,medium,2025-01-29 13:45:48
95,133,1864632,temp_remote,medium,2025-01-29 13:50:48
96,265,4564078,not_remote,easy,2025-01-29 14:03:48
97,133,4443361,not_remote,medium,2025-01-29 14:08:48
98,166,5644928,not_remote,easy,2025-01-29 14:17:48
99,166,4060341,tot_remote,easy,2025-01-29 14:37:48
100,67,4085566,temp_remote,easy,2025-01-29 14:45:48
101,100,2604849,not_clear_remote,medium,2025-01-29 15:00:48
102,5,4142721,not_clear_remote,medium,2025-01-29 15:20:48
103,397,2465149,not_remote,medium,2025-01-29 15:39:48
104,298,4592466,semi_remote,easy,2025-01-29 15:56:48
105,232,4115335,not_remote,easy,2025-01-29 16:10:48
107,199,4047122,tot_remote,easy,2025-01-29 16:26:48
108,331,5531629,not_clear_remote,easy,2025-01-29 16:39:48
110,166,5168784,semi_presence,easy,2025-01-29 16:46:48
112,397,5023278,not_remote,easy,2025-01-29 17:04:48
113,2,4406881,tot_remote,easy,2025-01-29 17:19:48
114,67,5067029,tot_remote,easy,2025-01-29 17:31:48
115,34,4089664,tot_remote,easy,2025-01-29 17:50:48
117,199,4040457,temp_remote,easy,2025-01-29 18:00:48
118,199,4065153,not_clear_remote,easy,2025-01-29 18:20:48
120,133,742847,not_remote,hard,2025-01-29 18:34:48
122,331,4078119,temp_remote,easy,2025-01-29 18:44:48
123,166,5449035,semi_presence,hard,2025-01-29 19:04:48
125,3,5119447,temp_remote,easy,2025-01-29 19:22:48
126,199,4094882,tot_remote,easy,2025-01-29 19:38:48
127,2,4421338,tot_remote,easy,2025-01-29 19:56:48
128,166,5363905,tot_remote,easy,2025-01-29 20:02:48
131,67,5532942,tot_remote,easy,2025-01-29 20:18:48
132,133,3558133,not_remote,hard,2025-01-29 20:33:48
135,397,5623772,tot_remote,easy,2025-01-29 20:51:48
136,67,771792,tot_remote,easy,2025-01-29 21:10:48
138,265,4469063,not_remote,easy,2025-01-29 21:30:48
140,3,4376526,semi_remote,medium,2025-01-29 21:37:48
141,199,584874,tot_remote,easy,2025-01-29 21:55:48
142,199,4389171,not_clear_remote,easy,2025-01-29 22:02:48
143,166,5088234,semi_presence,medium,2025-01-29 22:20:48
145,298,4027335,temp_remote,easy,2025-01-29 22:32:48
146,5,4082802,temp_remote,easy,2025-01-29 22:50:48
147,166,4057457,tot_remote,medium,2025-01-29 22:59:48
149,67,5287918,not_clear_remote,easy,2025-01-29 23:13:48
151,397,3788806,semi_presence,easy,2025-01-29 23:22:48
152,2,4357824,tot_remote,easy,2025-01-29 23:37:48
155,100,5420148,tot_remote,easy,2025-01-29 23:55:48
156,166,4137184,not_clear_remote,easy,2025-01-30 00:11:48
157,397,4152098,tot_remote,easy,2025-01-30 00:29:48
158,3,4119059,semi_presence,easy,2025-01-30 00:43:48
159,67,4252377,semi_presence,easy,2025-01-30 01:02:48
160,5,5082637,tot_remote,easy,2025-01-30 01:07:48
161,133,4082951,not_clear_remote,easy,2025-01-30 01:27:48
162,100,5604693,semi_remote,easy,2025-01-30 01:41:48
163,5,5226990,tot_remote,easy,2025-01-30 01:53:48
165,397,5105266,semi_presence,easy,2025-01-30 02:01:48
166,166,5019635,semi_presence,medium,2025-01-30 02:09:48
167,67,4154899,tot_remote,easy,2025-01-30 02:14:48
168,34,5149509,not_clear_remote,easy,2025-01-30 02:22:48
169,199,4483421,tot_remote,easy,2025-01-30 02:37:48
170,133,5179417,semi_presence,easy,2025-01-30 02:49:48
173,232,336232,not_remote,easy,2025-01-30 03:09:48
174,199,4145408,semi_remote,easy,2025-01-30 03:25:48
176,166,4110235,semi_remote,easy,2025-01-30 03:33:48
177,133,5593404,semi_presence,medium,2025-01-30 03:44:48
179,199,4108812,temp_remote,easy,2025-01-30 03:53:48
180,166,4220354,not_remote,hard,2025-01-30 04:11:48
181,166,4048491,tot_remote,easy,2025-01-30 04:23:48
183,100,5088954,tot_remote,easy,2025-01-30 04:35:48
184,133,4398636,semi_remote,easy,2025-01-30 04:55:48
185,2,5270587,semi_presence,medium,2025-01-30 05:15:48
187,199,5522279,not_clear_remote,medium,2025-01-30 05:25:48
188,331,1605295,not_clear_remote,easy,2025-01-30 05:31:48
189,331,4139762,tot_remote,easy,2025-01-30 05:42:48
191,100,4228559,temp_remote,medium,2025-01-30 05:53:48
192,2,4115335,not_clear_remote,easy,2025-01-30 06:01:48
193,298,3532506,temp_remote,medium,2025-01-30 06:14:48
194,3,5362497,tot_remote,easy,2025-01-30 06:28:48
195,265,4084165,semi_presence,medium,2025-01-30 06:46:48
202,331,5027092,tot_remote,medium,2025-01-30 07:06:48
203,67,5103493,semi_remote,easy,2025-01-30 07:17:48
205,397,352419,not_remote,easy,2025-01-30 07:33:48
206,5,5539037,not_remote,easy,2025-01-30 07:48:48
207,232,4626670,tot_remote,easy,2025-01-30 07:53:48
208,298,4170270,semi_remote,easy,2025-01-30 08:01:48
209,199,4054970,tot_remote,easy,2025-01-30 08:19:48
211,331,5079243,not_clear_remote,easy,2025-01-30 08:34:48
212,232,5474377,not_remote,easy,2025-01-30 08:52:48
213,166,5641273,not_clear_remote,medium,2025-01-30 09:01:48
216,5,5076358,not_remote,easy,2025-01-30 09:09:48
217,100,705640,semi_presence,medium,2025-01-30 09:16:48
220,166,5104466,semi_remote,easy,2025-01-30 09:21:48
221,298,5468775,semi_remote,easy,2025-01-30 09:40:48
225,166,5279028,not_remote,easy,2025-01-30 09:48:48
226,166,5337833,tot_remote,easy,2025-01-30 09:55:48
227,298,3906560,semi_remote,medium,2025-01-30 10:11:48
228,232,2622733,not_remote,easy,2025-01-30 10:27:48
229,166,5616307,semi_remote,easy,2025-01-30 10:38:48
232,265,435591,not_clear_remote,medium,2025-01-30 10:45:48
233,100,5119282,not_remote,easy,2025-01-30 10:51:48
234,5,4087328,not_remote,medium,2025-01-30 11:00:48
236,298,4114728,tot_remote,easy,2025-01-30 11:09:48
239,265,5102488,tot_remote,easy,2025-01-30 11:18:48
240,34,5288091,not_clear_remote,easy,2025-01-30 11:29:48
241,331,3138240,not_remote,easy,2025-01-30 11:43:48
242,166,4051033,tot_remote,easy,2025-01-30 11:51:48
243,34,3786887,not_remote,easy,2025-01-30 12:00:48
245,232,4090716,tot_remote,easy,2025-01-30 12:16:48
247,397,4074940,semi_presence,easy,2025-01-30 12:28:48
248,2,5577328,not_clear_remote,easy,2025-01-30 12:38:48
250,166,4079879,tot_remote,easy,2025-01-30 12:55:48
251,199,4143066,temp_remote,easy,2025-01-30 13:10:48
252,34,5602680,tot_remote,easy,2025-01-30 13:20:48
253,397,5616454,semi_remote,easy,2025-01-30 13:31:48
254,133,5183957,semi_presence,easy,2025-01-30 13:48:48
256,133,4155956,not_clear_remote,medium,2025-01-30 13:53:48
258,3,3385605,semi_presence,easy,2025-01-30 14:10:48
259,397,1052112,semi_presence,easy,2025-01-30 14:26:48
260,100,3765727,not_remote,easy,2025-01-30 14:41:48
261,2,1573461,not_clear_remote,easy,2025-01-30 14:58:48
262,100,5469736,tot_remote,easy,2025-01-30 15:14:48
265,67,4086132,tot_remote,medium,2025-01-30 15:32:48
267,166,4015498,tot_remote,easy,2025-01-30 15:46:48
270,298,209924,tot_remote,easy,2025-01-30 15:53:48
271,166,5010633,not_remote,easy,2025-01-30 16:03:48
272,298,5493129,semi_remote,easy,2025-01-30 16:08:48
273,100,4092881,tot_remote,easy,2025-01-30 16:26:48
274,5,1329452,not_remote,easy,2025-01-30 16:35:48
275,232,5518113,semi_presence,easy,2025-01-30 16:51:48
276,3,458251,tot_remote,easy,2025-01-30 17:09:48
278,166,4132565,tot_remote,easy,2025-01-30 17:19:48
279,67,4170773,tot_remote,hard,2025-01-30 17:24:48
280,232,5497179,semi_remote,easy,2025-01-30 17:29:48
281,166,4225717,tot_remote,easy,2025-01-30 17:47:48
282,166,5651713,semi_presence,easy,2025-01-30 18:00:48
287,133,4074422,temp_remote,easy,2025-01-30 18:14:48
289,331,5546772,not_clear_remote,easy,2025-01-30 18:30:48
290,100,1273495,not_clear_remote,medium,2025-01-30 18:49:48
292,34,4047367,temp_remote,easy,2025-01-30 19:00:48
293,5,5211118,semi_presence,medium,2025-01-30 19:19:48
294,199,5628292,not_clear_remote,medium,2025-01-30 19:35:48
295,166,5594377,semi_presence,medium,2025-01-30 19:49:48
296,298,4031869,temp_remote,easy,2025-01-30 20:08:48
297,232,4132165,tot_remote,easy,2025-01-30 20:19:48
298,298,5114917,semi_remote,easy,2025-01-30 20:27:48
299,166,4088144,temp_remote,easy,2025-01-30 20:41:48
300,100,5321983,semi_remote,easy,2025-01-30 20:52:48
302,331,568275,tot_remote,easy,2025-01-30 21:11:48
304,298,5194904,semi_remote,easy,2025-01-30 21:23:48
305,3,4661089,not_clear_remote,medium,2025-01-30 21:28:48
306,67,5108330,tot_remote,easy,2025-01-30 21:48:48
307,133,4374321,tot_remote,medium,2025-01-30 21:54:48
